step,epoch,batch_idx,loss,lr,wall_time
16850,5,2577,0.087327,2.084938e-04,10796.26
16900,5,2627,0.083889,2.076023e-04,10826.08
16950,5,2677,0.086511,2.067109e-04,10856.19
17000,5,2727,0.087157,2.058194e-04,10886.03
17050,5,2777,0.086435,2.049280e-04,10915.84
17100,5,2827,0.081522,2.040365e-04,10945.60
17150,5,2877,0.085948,2.031451e-04,10975.21
17200,5,2927,0.081653,2.022536e-04,11004.79
17250,5,2977,0.080543,2.013621e-04,11034.52
17300,5,3027,0.089844,2.004707e-04,11064.30
17350,5,3077,0.077085,1.995792e-04,11094.10
17400,5,3127,0.075940,1.986878e-04,11123.89
17450,5,3177,0.082296,1.977963e-04,11154.04
17500,5,3227,0.083668,1.969049e-04,11183.75
17550,5,3277,0.094368,1.960134e-04,11213.62
17600,5,3327,0.077136,1.951220e-04,11243.55
17650,5,3377,0.079533,1.942305e-04,11273.51
17700,5,3427,0.084138,1.933390e-04,11303.05
17750,5,3477,0.090364,1.924476e-04,11332.85
17800,5,3527,0.076918,1.915561e-04,11362.58
17840,5,3567,0.082282,1.908430e-04,11386.37
17850,6,9,0.070308,1.906647e-04,11563.30
17900,6,59,0.071010,1.897732e-04,11592.88
17950,6,109,0.075834,1.888818e-04,11622.75
18000,6,159,0.071867,1.879903e-04,11652.65
18050,6,209,0.072336,1.870988e-04,11682.44
18100,6,259,0.073757,1.862074e-04,11712.14
18150,6,309,0.071835,1.853159e-04,11741.88
18200,6,359,0.066000,1.844245e-04,11771.76
18250,6,409,0.073768,1.835330e-04,11801.50
18300,6,459,0.078158,1.826416e-04,11831.18
18350,6,509,0.071324,1.817501e-04,11861.21
18400,6,559,0.080999,1.808587e-04,11891.27
18450,6,609,0.079076,1.799672e-04,11920.90
18500,6,659,0.069683,1.790757e-04,11950.57
18550,6,709,0.067705,1.781843e-04,11980.34
18600,6,759,0.070917,1.772928e-04,12009.86
18650,6,809,0.074616,1.764014e-04,12039.66
18700,6,859,0.070791,1.755099e-04,12069.45
18750,6,909,0.081814,1.746185e-04,12099.43
18800,6,959,0.072505,1.737270e-04,12129.15
18850,6,1009,0.077744,1.728355e-04,12158.85
18900,6,1059,0.070759,1.719441e-04,12188.33
18950,6,1109,0.070116,1.710526e-04,12218.43
19000,6,1159,0.076091,1.701612e-04,12247.77
19050,6,1209,0.074964,1.692697e-04,12277.74
19100,6,1259,0.075584,1.683783e-04,12307.61
19150,6,1309,0.072128,1.674868e-04,12337.48
19200,6,1359,0.070170,1.665954e-04,12367.49
19250,6,1409,0.072914,1.657039e-04,12397.04
19300,6,1459,0.071692,1.648124e-04,12426.40
19350,6,1509,0.070531,1.639210e-04,12456.23
19400,6,1559,0.072995,1.630295e-04,12486.37
19450,6,1609,0.080943,1.621381e-04,12515.90
19500,6,1659,0.072108,1.612466e-04,12545.73
19550,6,1709,0.073340,1.603552e-04,12575.56
19600,6,1759,0.071961,1.594637e-04,12605.33
19650,6,1809,0.075905,1.585722e-04,12635.01
19700,6,1859,0.065498,1.576808e-04,12664.59
19750,6,1909,0.073191,1.567893e-04,12694.06
19800,6,1959,0.074710,1.558979e-04,12723.71
19850,6,2009,0.073706,1.550064e-04,12753.46
19900,6,2059,0.066023,1.541150e-04,12783.08
19950,6,2109,0.076021,1.532235e-04,12812.86
20000,6,2159,0.071490,1.523320e-04,12842.85
20050,6,2209,0.080682,1.514406e-04,12872.67
20100,6,2259,0.072789,1.505491e-04,12902.07
20150,6,2309,0.077350,1.496577e-04,12931.79
20200,6,2359,0.066975,1.487662e-04,12961.56
20250,6,2409,0.065472,1.478748e-04,12991.25
20300,6,2459,0.073278,1.469833e-04,13020.88
20350,6,2509,0.075634,1.460919e-04,13050.83
20400,6,2559,0.075248,1.452004e-04,13080.71
20450,6,2609,0.070875,1.443089e-04,13110.51
20500,6,2659,0.066250,1.434175e-04,13140.49
